id,name,city,state,google_place_id,review_count,review_mine_status,touchless_mentions
9292ba8a-199f-48e9-8f1c-4c8eba349bfb,"AutoShine Car Wash",Quincy,IL,ChIJJ5b7qU343YcR8dXFvKmBXl0,336,scanned_clean,0
76552d34-c528-4ab0-a9b8-a037659f8da0,"Mr. Magic Car Wash - Upper St. Clair",Upper St. Clair Township,PA,ChIJw0YwMhr4NIgRghFxjsW_hqk,335,touchless_found,0
26c15dbd-9979-42d1-b55e-7da6115b3575,"Marathon Gas",Ashland,OH,ChIJ9avQKUvjOYgRcpkDabWQ6tY,334,touchless_found,0
0acb6a2a-63cf-4693-a75d-b0125120bba6,"Keystone Car Wash",Reno,NV,ChIJD6RbkDVHmYARoRhmGEdoAYc,329,touchless_found,0
19a13427-0f46-4d48-983e-a6bad7c6f01e,"VIP Carwash",North Salt Lake,UT,ChIJV7j4CSH3UocRWSaCrgt2_4w,328,touchless_found,0
f2c3d332-9725-41b4-af48-d0033e462975,"Rainstorm Car Wash",Dyer,IN,ChIJaejq_9TjEYgRSz1gJXvWGs0,328,touchless_found,0
30873058-9e1a-43ca-88dc-3379fecdde27,"Kwik Trip",MONTICELLO,MN,ChIJc7iy-DuetFIRE22OVnuq7os,327,scanned_clean,0
81952849-afc5-4fff-b2d3-fa422109ffb9,"Kwik Trip",EAGLE RIVER,WI,ChIJO97uLck3VE0RJY4qThq0JW4,326,scanned_clean,0
4c02ae1a-9366-4b27-b669-3198ccf75ed0,"Kwik Trip",DAVENPORT,IA,ChIJVUZphyo14ocRw_ZCHsLRrzw,325,scanned_clean,0
3b6c0841-2c1e-4bc1-acb5-7304769dd0b0,"Kwik Trip",WATERLOO,IA,ChIJlQV32j9S5YcRDUKftxsA51U,324,scanned_clean,0
23288652-c12b-4636-926f-0ae9aa6d16d8,"Expert Car Wash",Los Angeles,CA,ChIJ6Rw87OG4woARYNJj9J5w_Ig,320,scanned_clean,0
1bfc2b3e-dbb5-4cc8-aed1-d26d5e5b2912,"Golden Gate Petroleum",Carson City,NV,ChIJF2xbQnwKmYARfoZVoD9pPsE,317,touchless_found,0
3ee9130e-7162-4ef4-a3eb-f5a10451a190,"Quick N Clean Car Wash",Bixby,OK,ChIJ_98T4duPtocRhVIEEDvPdcY,316,touchless_found,0
a70065f3-049d-4d1a-ab0f-d8ae85275a29,"Blakeslee Car Wash",Blakeslee,PA,ChIJQ61Zmdj7xIkRFgGWNs-532c,315,mined,0
86fc90f8-90f2-42ec-bd2f-ce30e02bb883,"76",Salida,CA,ChIJQa1b5wFQkIAR53bTR-Z_SRU,314,touchless_found,0
13be30d7-f29e-4536-9d77-104e0d3b44c4,"Sheetz",Greensboro,NC,ChIJ69wTYuAhU4gR7yf6eMqCQ_M,313,scanned_clean,0
cc2b6cee-63ad-411b-924a-64decde63660,"Swifty Car Wash",Kennesaw,GA,ChIJFT2JGTCx4RQRU2c8r96j9xQ,312,touchless_found,0
d06d6724-9afe-4aa9-963e-aaf2dffaa5a9,"USA CAR WASH DANBURY",Danbury,CT,ChIJfSuwtmb_54kRBcb3F8JEU60,311,touchless_found,0
32be55c6-17b5-4e1a-975d-12182408d8d1,"Pacifica Car Wash",Pacifica,CA,ChIJbfui46B7j4AR_kCIHI2T3Gw,310,scanned_clean,0
0243543b-4cb6-4572-bb0d-3f6bf720ab5a,"Mr. Suds Wash",Erie,PA,ChIJc93W-DR-MogRbkb9mM2P8ic,307,touchless_found,0
69bb0efd-53fc-41c8-a950-aaab1f94eb41,"Lucky Car Wash",Pasadena,CA,ChIJmZzihnvbwoARIOcz1E0eTsc,306,touchless_found,0
c16a2f85-0b6a-49a8-8fd8-ac37e305facd,"Kwik Trip",Wausau,WI,ChIJa1MIsMQjAIgR3VTSrNlHd5o,306,scanned_clean,0
3b57a5d5-1512-4e01-aa12-64f13de1c3ab,"Exxon",Norfolk,VA,ChIJWfRCdhSYuokRkNiSgbq-bTM,303,touchless_found,0
ed891f58-b76b-4206-bd03-8a8e1aa8f46b,"Carwash / Wunder Wash",Philadelphia,PA,ChIJP8fRt9C1xokRWJHtcy1er7s,302,touchless_found,0
17ab9966-47f5-459c-8b00-f6f2f207850f,"Corona Car Wash Inc",Queens,NY,ChIJ--YdfsVfwokRIkv4Zua6bdM,301,touchless_found,0
7f50b7f4-3ed1-4f4d-83a2-c7a33f4c3d62,"Solar Car Wash",Roseville,MN,ChIJ950trgkrs1IRxz41OY8RFRI,301,touchless_found,0
e5ca2979-f76d-4224-9990-a0abfef84d9e,"Kwik Trip",ALBERT LEA,MN,ChIJuygU7z808YcRqQ6srbJ3ukg,301,touchless_found,0
c2156832-8def-4c23-b522-156f2f15ec29,"Splash Car Wash",Batavia,NY,ChIJsW11A8Pt04kR2ywnkpyNzek,299,touchless_found,0
