rejectReason,name,reviews,address,types,place_id
types-not-carwash: car detailing service|window tinting service,Elite Detailing Services,118,"800 NE E St, Grants Pass, OR 97526",Car detailing service|Window tinting service,ChIJSfBCryh6xVQRnEabZhYVAlQ
known-tunnel-chain,Flash Car Wash,106,"1697 Hartford Ave, Johnston, RI 02919",Car wash,ChIJyT1eKItH5IkRH_D_zwyCTp0
known-tunnel-chain,Metro Express Car Wash,78,"2120 N Argonne Rd, Spokane Valley, WA 99212",Car wash,ChIJyZ2Rf6QfnlQRumndjkXC5xE
non-carwash-business,Chevron Car Wash,68,"1301 S Winchester Blvd, San Jose, CA 95128",Car wash,ChIJ9VdCKCs1joART2kgBn5QrsY
non-carwash-business,Chevron Car Wash,61,"1625 N McCarthy Blvd, Milpitas, CA 95035",Car wash,ChIJMfXGuL3Ij4ARkcCebfooTW8
known-tunnel-chain,Super Suds Car Wash,53,"3380 University St, Memphis, TN 38127",Self service car wash,ChIJb3Uddfd_f4gRVeXya8P0y4U
non-carwash-business,Costco Car Wash,51,"2955 N Tegner Rd, Turlock, CA 95380",Car wash,ChIJAaWG02YHkYARie4JiVLf5t8
types-not-carwash: car detailing service,Premier Detail and Polish,46,"4495 Table Rock Rd, Central Point, OR 97502",Car detailing service,ChIJu2E2cIZ8z1QR-z0V6RVB8yk
non-carwash-business,shell car wash Soft Machine Wash,38,"5270 Monterey Rd, San Jose, CA 95111",Car wash,ChIJxTw9bAIujoARD1c_IfJY2EM
non-carwash-business,The Loop Carwash with Shell,19,"1800 Powell St, Emeryville, CA 94608",Car wash,ChIJPWhYTvR_hYARRjTrN8zKQz0
non-carwash-business,100th St. Marathon Car Wash,11,"10100 FL-7, Miami, FL 33150, United States",Car wash,ChIJgdYHiL2x2YgRG1M2hU92jGI
types-not-carwash: car detailing service,Hawaiian Stylin',1,"1759 Silva St, Honolulu, HI 96819",Car detailing service,ChIJYcUwzoxvAHwR95A_uu3-868
known-tunnel-chain,WhiteWater Express Car Wash,0,"9235 Westheimer Rd, Houston, TX 77063",Car wash,ChIJUSssmg7DQIYROw70rruWBj8
known-tunnel-chain,Quick Quack Car Wash,0,"9215 West Rd, Houston, TX 77064",Car wash|Self service car wash,ChIJlzhEV97PQIYRaHoECZc670U
